id,department,priority,status,staff_id,created_at,resolved_at,complexity
17455,ER,Low,Open,5,2026-03-03 07:11:19.204340,,6
17456,PEDS,Medium,Resolved,70,2026-01-23 08:35:19.204340,2026-01-23 14:07:41.375075,3
17457,OPD,Medium,Resolved,47,2025-06-27 03:46:19.204340,2025-06-27 13:10:54.102241,8
17458,ICU,Medium,Resolved,19,2026-01-21 01:34:19.204340,2026-01-21 12:40:24.515274,6
17459,OPD,Medium,Resolved,47,2025-05-11 02:11:19.204340,2025-05-11 08:34:19.598602,8
17460,ER,Low,Resolved,12,2025-06-27 03:28:19.204340,2025-06-28 00:33:43.081880,7
17461,ICU,Low,Resolved,16,2025-11-27 20:45:19.204340,2025-11-28 16:36:02.173119,6
17462,CARD,Low,Resolved,99,2026-02-21 21:31:19.204340,2026-02-23 05:45:52.918870,5
17463,ICU,Medium,Resolved,28,2025-06-28 03:27:19.204340,2025-06-28 18:40:15.020947,10
17464,CARD,Medium,Resolved,92,2025-11-15 02:06:19.204340,2025-11-15 19:55:35.309952,1
17465,PEDS,Medium,Resolved,67,2025-06-09 07:28:19.204340,2025-06-09 23:55:40.219889,3
17466,SURG,Medium,Resolved,39,2025-08-14 00:15:19.204340,2025-08-14 11:21:34.543584,1
17467,SURG,High,Resolved,36,2025-08-04 00:20:19.204340,2025-08-04 01:53:02.686165,5
17468,OPD,High,Resolved,55,2025-10-27 22:28:19.204340,2025-10-27 23:25:33.779472,2
17469,CARD,Low,Resolved,91,2025-03-22 06:02:19.204340,2025-03-23 13:39:19.731773,5
17470,PEDS,Low,Resolved,61,2025-04-20 01:55:19.204340,2025-04-23 03:26:54.176258,5
17471,SURG,Low,Resolved,36,2025-12-07 05:26:19.204340,2025-12-09 09:30:48.563051,10
17472,RAD,Low,Resolved,90,2025-10-23 07:23:19.204340,2025-10-24 03:10:41.988753,3
17473,PEDS,High,Resolved,74,2025-06-19 01:32:19.204340,2025-06-19 06:00:54.391357,9
17474,PEDS,Low,Resolved,74,2025-08-29 05:24:19.204340,2025-08-31 02:56:54.494942,9
17475,ICU,Medium,Resolved,23,2025-11-05 08:57:19.204340,2025-11-05 23:19:45.915364,7
17476,PEDS,Medium,Resolved,75,2026-02-08 03:59:19.204340,2026-02-08 11:20:22.518890,5
17477,ER,Low,Resolved,14,2025-10-15 02:00:19.204340,2025-10-16 02:33:39.641133,5
17478,CARD,High,Resolved,103,2025-03-09 23:24:19.204340,2025-03-10 08:22:43.710088,5
17479,OPD,Medium,Resolved,58,2025-07-29 00:38:19.204340,2025-07-29 07:52:06.598101,5
17480,SURG,Medium,Resolved,39,2025-12-20 22:16:19.204340,2025-12-21 04:39:48.705453,3
17481,RAD,Low,Resolved,80,2025-09-20 00:44:19.204340,2025-09-20 18:44:53.063622,1
17482,RAD,Medium,Resolved,81,2025-10-12 23:52:19.204340,2025-10-13 12:55:03.401381,10
17483,OPD,High,Resolved,57,2025-09-26 04:55:19.204340,2025-09-26 07:07:52.887248,1
17484,ER,Medium,Resolved,8,2025-10-23 03:34:19.204340,2025-10-23 22:29:18.681654,2
17485,CARD,Medium,Resolved,101,2025-06-20 04:31:19.204340,2025-06-20 11:16:14.219550,4
17486,SURG,Low,Resolved,33,2025-04-24 05:29:19.204340,2025-04-26 03:40:38.058815,6
17487,RAD,Low,Resolved,83,2025-04-23 06:14:19.204340,2025-04-24 04:09:45.993546,6
17488,OPD,Low,Resolved,47,2025-05-17 04:58:19.204340,2025-05-18 18:25:06.604441,4
17489,OPD,Medium,Open,58,2026-03-03 00:56:19.204340,,8
17490,CARD,High,Resolved,95,2026-02-06 07:00:19.204340,2026-02-06 10:37:38.515553,7
17491,SURG,Medium,Resolved,41,2026-01-31 06:19:19.204340,2026-01-31 22:37:06.023718,1
17492,PEDS,Medium,Resolved,68,2026-01-14 05:29:19.204340,2026-01-14 15:59:20.671370,6
17493,PEDS,Low,In Progress,73,2026-03-02 01:09:19.204340,,4
17494,ICU,Low,Resolved,22,2025-06-09 05:56:19.204340,2025-06-10 13:44:54.094712,4
17495,SURG,High,Resolved,34,2025-10-29 07:26:19.204340,2025-10-29 09:14:31.771046,1
17496,CARD,High,Resolved,97,2025-04-26 10:16:19.204340,2025-04-26 12:30:22.144760,9
17497,OPD,Low,Resolved,48,2025-12-19 02:32:19.204340,2025-12-20 17:37:52.467681,10
17498,RAD,Low,Resolved,76,2025-12-29 03:34:19.204340,2025-12-29 22:44:44.851351,1
17499,PEDS,Medium,Resolved,66,2025-07-20 22:56:19.204340,2025-07-21 04:43:30.509922,6
17500,RAD,High,Resolved,85,2025-09-29 09:47:19.204340,2025-09-29 11:32:13.358437,7
17501,ICU,Low,Resolved,30,2025-05-21 11:02:19.204340,2025-05-22 13:30:50.237023,3
17502,RAD,Medium,Resolved,83,2025-03-08 04:47:19.204340,2025-03-08 12:52:25.647282,2
17503,OPD,Medium,Resolved,59,2025-12-13 14:48:19.204340,2025-12-14 06:20:37.526784,9
17504,PEDS,Medium,Resolved,65,2026-02-08 07:54:19.204340,2026-02-08 10:46:25.171625,1
17505,PEDS,Medium,Resolved,69,2025-09-06 08:03:19.204340,2025-09-06 23:53:20.612987,4
17506,ICU,High,Resolved,22,2025-03-23 02:25:19.204340,2025-03-23 03:18:18.607697,4
17507,OPD,Low,Resolved,51,2025-11-09 05:59:19.204340,2025-11-10 10:01:43.667498,5
17508,OPD,Medium,Resolved,49,2026-03-01 00:27:19.204340,2026-03-01 05:00:38.977420,6
17509,OPD,Medium,Resolved,48,2025-08-27 05:44:19.204340,2025-08-27 18:55:50.052660,2
17510,CARD,Medium,Resolved,98,2025-03-22 03:08:19.204340,2025-03-22 18:16:19.210145,9
17511,RAD,Low,Resolved,79,2026-02-22 23:20:19.204340,2026-02-24 08:56:41.536985,1
17512,RAD,Low,Resolved,88,2025-05-14 06:06:19.204340,2025-05-14 21:40:53.201810,6
17513,ER,High,Resolved,10,2025-10-11 23:15:19.204340,2025-10-12 03:16:48.052287,9
17514,ICU,Medium,Resolved,19,2026-01-21 04:44:19.204340,2026-01-21 17:52:15.104649,4
17515,OPD,High,Resolved,49,2025-04-20 02:11:19.204340,2025-04-20 05:05:37.581222,2
17516,RAD,Low,Resolved,82,2025-12-17 11:32:19.204340,2025-12-19 12:23:54.829794,9
17517,RAD,Low,Resolved,85,2025-03-05 16:51:19.204340,2025-03-07 03:12:48.407936,2
17518,SURG,High,Resolved,39,2025-05-25 03:21:19.204340,2025-05-25 04:01:24.902630,10
17519,RAD,Medium,Resolved,78,2025-12-11 12:43:19.204340,2025-12-12 04:52:43.125576,8
17520,PEDS,Medium,Resolved,71,2025-11-09 02:33:19.204340,2025-11-09 15:51:38.599526,9
17521,SURG,Medium,Resolved,33,2026-02-09 22:15:19.204340,2026-02-10 08:46:37.192097,5
17522,OPD,Low,Resolved,55,2025-10-30 02:56:19.204340,2025-10-31 12:33:19.971519,7
17523,OPD,High,Resolved,57,2025-07-18 07:08:19.204340,2025-07-18 10:06:57.247130,5
17524,RAD,Low,Resolved,77,2026-01-09 02:49:19.204340,2026-01-10 16:31:16.998508,7
17525,ICU,Medium,Resolved,18,2026-01-16 04:22:19.204340,2026-01-16 08:20:44.781003,10
17526,SURG,Medium,Resolved,45,2025-08-24 06:10:19.204340,2025-08-24 13:16:48.189221,4
17527,CARD,Low,Resolved,104,2025-08-10 22:59:19.204340,2025-08-11 22:30:56.659102,5
17528,OPD,Medium,Resolved,50,2025-06-24 22:38:19.204340,2025-06-25 09:32:03.685370,1
17529,RAD,High,Resolved,86,2026-02-04 11:06:19.204340,2026-02-04 11:55:19.136044,5
17530,RAD,Low,Resolved,86,2025-04-25 02:20:19.204340,2025-04-27 21:38:12.234086,3
17531,ICU,Medium,Resolved,26,2025-12-15 18:09:19.204340,2025-12-16 15:39:48.552657,8
17532,RAD,Medium,Resolved,76,2025-12-22 05:42:19.204340,2025-12-22 10:56:50.653953,9
17533,CARD,Medium,Resolved,93,2026-02-06 06:05:19.204340,2026-02-07 01:16:55.514639,5
17534,PEDS,Medium,Resolved,66,2025-05-21 01:41:19.204340,2025-05-21 21:48:55.332558,10
17535,ICU,High,Resolved,24,2025-06-01 06:11:19.204340,2025-06-01 13:48:04.904066,4
17536,ICU,Low,Resolved,23,2025-07-25 04:42:19.204340,2025-07-27 01:02:53.219458,8
17537,ER,Low,Resolved,15,2025-05-03 02:49:19.204340,2025-05-04 16:30:25.402662,5
17538,RAD,Low,Resolved,77,2025-07-02 04:17:19.204340,2025-07-03 17:26:50.662776,8
17539,RAD,Medium,Resolved,88,2025-04-17 10:48:19.204340,2025-04-17 19:54:44.823786,5
17540,PEDS,Medium,Resolved,63,2025-12-04 21:13:19.204340,2025-12-05 07:04:22.194868,2
17541,CARD,High,Resolved,95,2025-03-28 05:35:19.204340,2025-03-28 10:32:28.579553,9
17542,ICU,Low,Resolved,16,2025-07-31 21:25:19.204340,2025-08-01 16:24:06.690635,5
17543,ER,Medium,Resolved,1,2025-06-02 08:22:19.204340,2025-06-03 00:25:24.358794,1
17544,RAD,Low,Resolved,80,2025-05-13 04:46:19.204340,2025-05-15 16:16:29.789318,8
17545,SURG,Medium,Resolved,31,2025-11-07 04:24:19.204340,2025-11-07 18:41:29.424637,1
17546,OPD,High,Resolved,59,2025-05-04 22:09:19.204340,2025-05-04 23:50:51.253539,3
17547,RAD,Medium,Resolved,77,2026-02-08 07:32:19.204340,2026-02-08 18:21:52.106990,2
17548,ER,Medium,Resolved,7,2025-11-25 03:56:19.204340,2025-11-25 09:53:56.716334,6
17549,OPD,Low,Resolved,49,2025-03-07 02:57:19.204340,2025-03-07 15:25:17.671544,10
17550,ICU,Medium,Resolved,16,2025-11-10 02:30:19.204340,2025-11-11 07:09:25.905298,6
17551,RAD,Medium,Resolved,85,2025-11-04 02:20:19.204340,2025-11-04 14:41:13.075456,8
17552,ICU,High,Resolved,21,2025-05-15 07:59:19.204340,2025-05-15 13:18:13.461284,5
17553,CARD,Medium,Resolved,100,2025-11-03 02:54:19.204340,2025-11-03 12:32:05.267526,3
17554,RAD,Medium,Open,87,2026-03-02 03:43:19.204340,,4
17555,ICU,Low,Resolved,20,2025-06-29 02:58:19.204340,2025-06-30 09:18:49.188582,1
17556,OPD,Low,Resolved,60,2025-08-02 04:58:19.204340,2025-08-03 23:05:39.568222,5
17557,SURG,Medium,Resolved,35,2025-12-14 07:46:19.204340,2025-12-14 13:29:07.596009,8
17558,SURG,Medium,Resolved,45,2025-10-21 00:38:19.204340,2025-10-21 14:02:01.187502,5
17559,PEDS,Medium,Resolved,64,2025-06-28 02:25:19.204340,2025-06-28 13:28:47.531430,1
17560,SURG,Low,Resolved,32,2025-05-17 02:55:19.204340,2025-05-18 23:07:29.355364,5
17561,SURG,Medium,Resolved,35,2025-05-13 04:08:19.204340,2025-05-13 23:02:15.913008,3
17562,CARD,Medium,Resolved,94,2025-09-05 21:11:19.204340,2025-09-06 14:50:46.868213,4
17563,ER,Medium,Resolved,4,2025-05-27 04:38:19.204340,2025-05-28 00:30:31.817048,9
17564,RAD,Low,Resolved,83,2025-11-25 21:52:19.204340,2025-11-27 00:17:13.933828,6
17565,CARD,Medium,Resolved,94,2025-04-21 22:04:19.204340,2025-04-22 03:52:25.278076,2
17566,ICU,High,Resolved,28,2025-04-25 03:28:19.204340,2025-04-25 06:17:07.737356,5
17567,RAD,Low,Resolved,88,2025-12-04 02:08:19.204340,2025-12-05 16:13:31.815758,9
17568,SURG,Medium,Resolved,40,2025-10-23 05:25:19.204340,2025-10-23 22:45:40.150875,4
17569,OPD,Medium,Resolved,49,2025-11-01 03:41:19.204340,2025-11-01 21:47:56.321572,9
17570,RAD,Medium,Resolved,78,2025-09-04 02:53:19.204340,2025-09-04 10:27:20.283339,6
17571,PEDS,Medium,Resolved,70,2025-04-28 11:52:19.204340,2025-04-28 20:28:46.245385,3
17572,ICU,Medium,Resolved,22,2025-11-28 11:20:19.204340,2025-11-28 18:21:37.048472,4
17573,CARD,Low,Resolved,97,2026-01-13 05:16:19.204340,2026-01-15 21:05:40.417049,2
17574,SURG,Medium,Resolved,38,2025-04-03 19:22:19.204340,2025-04-04 10:27:18.766765,1
17575,OPD,Medium,Resolved,58,2025-05-14 00:56:19.204340,2025-05-14 13:21:47.784253,3
17576,CARD,High,Resolved,105,2025-03-06 06:19:19.204340,2025-03-06 13:43:04.291544,4
17577,CARD,Medium,Resolved,91,2025-08-17 08:02:19.204340,2025-08-18 05:08:10.402788,9
17578,RAD,Medium,Resolved,88,2025-11-14 20:00:19.204340,2025-11-15 05:45:00.475773,7
17579,SURG,Low,Resolved,39,2025-09-15 23:12:19.204340,2025-09-18 01:05:32.992576,8
17580,OPD,High,Resolved,59,2025-04-27 23:58:19.204340,2025-04-28 03:00:56.837129,4
17581,RAD,Low,Resolved,87,2025-10-30 00:06:19.204340,2025-10-31 15:49:34.454134,10
17582,OPD,Low,Resolved,52,2025-10-24 02:19:19.204340,2025-10-25 04:58:04.210540,3
17583,SURG,Medium,Resolved,41,2025-05-26 02:16:19.204340,2025-05-26 13:20:57.343028,8
17584,SURG,High,Resolved,31,2025-10-21 05:54:19.204340,2025-10-21 12:00:11.143250,8
17585,OPD,Medium,Resolved,59,2025-06-24 23:57:19.204340,2025-06-25 10:25:11.412079,6
17586,ICU,Medium,Resolved,25,2025-07-01 05:48:19.204340,2025-07-01 14:41:02.691046,1
17587,SURG,High,Resolved,37,2025-04-09 04:43:19.204340,2025-04-09 15:23:53.958425,7
17588,ICU,Low,Resolved,25,2025-07-20 05:53:19.204340,2025-07-21 17:07:36.542796,10
17589,ICU,Medium,Resolved,24,2025-09-16 06:43:19.204340,2025-09-16 17:27:29.202462,5
17590,RAD,Medium,Resolved,78,2026-01-22 22:39:19.204340,2026-01-23 22:50:48.297436,10
17591,ICU,Medium,Resolved,22,2025-04-09 08:51:19.204340,2025-04-09 15:31:15.724075,6
17592,OPD,Medium,Resolved,50,2025-07-30 04:44:19.204340,2025-07-30 11:33:43.672087,8
17593,ICU,High,Resolved,21,2025-03-15 23:12:19.204340,2025-03-16 01:59:49.227149,6
17594,CARD,Medium,Resolved,98,2025-12-12 10:11:19.204340,2025-12-12 12:22:41.159745,5
17595,PEDS,Medium,Resolved,69,2025-10-27 05:27:19.204340,2025-10-27 23:37:07.435623,6
17596,ICU,Medium,Resolved,25,2025-12-15 04:30:19.204340,2025-12-15 11:30:29.075717,8
17597,RAD,High,Resolved,76,2025-04-30 02:59:19.204340,2025-04-30 05:35:17.313255,5
17598,PEDS,High,Resolved,69,2025-03-21 01:56:19.204340,2025-03-21 05:53:31.729583,6
17599,ICU,High,Resolved,18,2025-07-11 03:36:19.204340,2025-07-11 07:37:05.628649,9
17600,CARD,Medium,Resolved,96,2025-12-25 22:29:19.204340,2025-12-26 10:08:56.075034,2
17601,OPD,Medium,Resolved,60,2025-03-16 23:32:19.204340,2025-03-17 05:26:45.492189,4
17602,PEDS,Medium,Resolved,64,2025-11-03 07:02:19.204340,2025-11-03 13:47:41.595710,8
17603,PEDS,High,Resolved,75,2025-04-26 19:39:19.204340,2025-04-26 22:52:29.350779,1
17604,SURG,High,Resolved,35,2025-05-03 01:35:19.204340,2025-05-03 06:52:05.156805,4
17605,ER,Low,Resolved,12,2025-09-22 06:23:19.204340,2025-09-23 19:51:28.785220,1
17606,ICU,Medium,Resolved,20,2025-10-03 02:47:19.204340,2025-10-04 02:54:40.011636,9
17607,ER,Low,Resolved,9,2025-11-09 07:17:19.204340,2025-11-10 18:23:44.972802,3
17608,ER,Medium,Resolved,13,2025-10-18 03:24:19.204340,2025-10-19 03:44:02.877389,10
17609,OPD,Medium,Resolved,49,2025-11-22 02:25:19.204340,2025-11-22 10:17:51.457243,1
17610,SURG,Medium,Resolved,45,2025-10-03 03:48:19.204340,2025-10-03 08:56:24.328125,9
17611,RAD,Low,Resolved,85,2026-01-28 06:18:19.204340,2026-01-29 16:11:21.850808,5
17612,CARD,High,Resolved,97,2025-03-22 01:42:19.204340,2025-03-22 05:50:20.523740,6
17613,ER,Low,In Progress,15,2026-03-02 23:15:19.204340,,7
17614,OPD,Medium,Resolved,54,2025-06-30 08:02:19.204340,2025-06-30 20:24:42.087993,9
17615,OPD,Medium,Resolved,48,2025-03-10 01:21:19.204340,2025-03-10 20:31:13.869699,4
17616,CARD,High,Resolved,94,2025-08-14 01:53:19.204340,2025-08-14 06:29:55.861400,4
17617,RAD,Medium,Resolved,79,2026-02-26 06:41:19.204340,2026-02-26 13:45:36.226890,2
17618,ICU,Medium,Resolved,16,2025-05-18 10:22:19.204340,2025-05-18 21:25:53.996805,8
17619,ER,Medium,Resolved,15,2025-11-24 00:51:19.204340,2025-11-24 13:48:40.561408,8
17620,RAD,Medium,Resolved,77,2025-04-16 07:04:19.204340,2025-04-16 09:08:20.177650,7
17621,RAD,Medium,Resolved,80,2025-05-05 23:07:19.204340,2025-05-06 08:26:00.861922,1
17622,ICU,High,Resolved,19,2025-11-07 00:51:19.204340,2025-11-07 02:57:13.699883,7
17623,PEDS,Medium,Resolved,63,2025-10-05 20:49:19.204340,2025-10-06 07:03:37.750793,6
17624,ICU,Low,Resolved,20,2025-04-03 03:30:19.204340,2025-04-04 09:26:45.852361,4
17625,ICU,High,Resolved,23,2025-05-19 01:20:19.204340,2025-05-19 04:11:07.741321,7
17626,OPD,Medium,Resolved,52,2025-05-18 00:25:19.204340,2025-05-18 07:37:18.737752,4
17627,SURG,High,Resolved,33,2025-11-29 08:43:19.204340,2025-11-29 15:31:33.100368,5
17628,PEDS,Low,Resolved,73,2025-08-17 03:08:19.204340,2025-08-18 06:42:50.163671,5
17629,ICU,Low,Resolved,21,2025-04-07 07:40:19.204340,2025-04-09 12:40:07.787648,8
17630,ER,Medium,Resolved,1,2025-03-10 02:40:19.204340,2025-03-10 16:37:14.343241,8
17631,PEDS,Low,Resolved,61,2025-11-28 07:48:19.204340,2025-12-01 03:17:29.460634,10
17632,CARD,Medium,Resolved,94,2025-03-29 00:05:19.204340,2025-03-29 07:51:40.924445,8
17633,CARD,Low,Resolved,99,2025-03-24 04:23:19.204340,2025-03-26 13:20:30.590204,9
17634,PEDS,Low,Resolved,75,2025-03-12 05:00:19.204340,2025-03-14 18:12:04.567911,1
17635,PEDS,Low,Resolved,69,2025-09-16 01:17:19.204340,2025-09-18 04:08:44.243394,4
17636,OPD,Medium,Resolved,49,2025-12-21 03:11:19.204340,2025-12-21 17:49:17.516442,1
17637,ICU,Low,Resolved,27,2025-12-03 01:46:19.204340,2025-12-04 09:31:13.610842,3
17638,OPD,High,Resolved,60,2025-07-02 22:34:19.204340,2025-07-03 02:23:51.002298,6
17639,CARD,Low,Resolved,100,2025-12-21 01:05:19.204340,2025-12-23 01:44:25.960396,1
17640,PEDS,Medium,Resolved,68,2025-10-31 02:30:19.204340,2025-10-31 17:25:39.390730,9
17641,PEDS,Medium,Resolved,65,2025-09-18 03:04:19.204340,2025-09-18 08:12:32.908048,9
17642,OPD,High,Resolved,53,2025-10-15 04:35:19.204340,2025-10-15 11:46:51.737981,6
17643,SURG,Low,Resolved,36,2025-07-05 08:54:19.204340,2025-07-06 09:52:54.383843,9
17644,CARD,High,Resolved,98,2026-01-18 01:22:19.204340,2026-01-18 05:13:49.952730,10
17645,OPD,Low,Resolved,51,2026-02-06 03:58:19.204340,2026-02-07 09:13:40.708996,5
17646,ER,Medium,In Progress,1,2026-03-03 02:27:19.204340,,7
17647,PEDS,High,Resolved,67,2025-07-26 07:35:19.204340,2025-07-26 13:57:46.528602,4
17648,CARD,High,Resolved,100,2025-11-29 03:16:19.204340,2025-11-29 07:50:09.090562,1
17649,RAD,Medium,Resolved,78,2025-12-13 04:45:19.204340,2025-12-13 11:16:09.091007,6
17650,ICU,Medium,Resolved,28,2025-09-04 01:00:19.204340,2025-09-04 08:15:40.167080,4
17651,ER,Medium,Resolved,14,2025-05-22 20:40:19.204340,2025-05-23 04:38:29.110331,8
17652,SURG,Medium,Resolved,31,2026-02-23 01:09:19.204340,2026-02-23 09:57:06.606067,2
17653,OPD,High,Resolved,46,2026-01-28 03:59:19.204340,2026-01-28 05:38:28.172132,4
17654,ER,High,Resolved,1,2025-07-09 23:32:19.204340,2025-07-10 00:26:31.183184,2
17655,CARD,Low,Resolved,100,2025-08-29 05:22:19.204340,2025-08-30 07:03:07.591603,6
17656,RAD,Low,Resolved,76,2025-04-07 02:05:19.204340,2025-04-08 15:48:50.545107,5
17657,RAD,Medium,Resolved,87,2025-03-26 21:50:19.204340,2025-03-27 12:13:04.328992,10
17658,CARD,Low,Resolved,93,2025-06-24 05:36:19.204340,2025-06-26 05:47:12.766868,4
17659,PEDS,Medium,Resolved,72,2026-01-19 03:18:19.204340,2026-01-19 07:32:58.527405,2
17660,ICU,Medium,Resolved,19,2025-09-04 01:17:19.204340,2025-09-04 08:08:01.344200,4
17661,ICU,Medium,Resolved,30,2025-10-09 03:31:19.204340,2025-10-10 00:04:14.191267,2
17662,RAD,Low,Resolved,82,2025-06-05 09:32:19.204340,2025-06-05 21:14:23.212463,4
17663,PEDS,Low,Resolved,62,2025-08-22 23:20:19.204340,2025-08-24 12:16:47.987015,8
17664,CARD,Medium,Resolved,92,2025-04-12 05:16:19.204340,2025-04-12 15:46:39.039848,6
17665,ICU,High,Resolved,16,2025-10-06 01:38:19.204340,2025-10-06 04:47:32.602812,8
17666,ICU,High,Resolved,25,2025-03-25 10:55:19.204340,2025-03-25 13:54:56.748210,2
17667,ER,Low,Resolved,6,2025-04-21 04:28:19.204340,2025-04-22 16:15:58.518205,6
17668,OPD,Low,Resolved,51,2025-06-16 05:00:19.204340,2025-06-17 15:18:36.261753,2
17669,RAD,Medium,Resolved,87,2026-01-17 08:52:19.204340,2026-01-17 17:18:42.054723,5
17670,ICU,High,Resolved,28,2025-06-23 05:56:19.204340,2025-06-23 07:41:26.123011,6
17671,PEDS,Low,Resolved,66,2025-03-09 05:19:19.204340,2025-03-11 01:24:37.246739,10
17672,SURG,Low,Resolved,34,2025-12-10 03:36:19.204340,2025-12-11 04:22:23.506599,2
17673,ER,Medium,Resolved,13,2025-05-14 21:32:19.204340,2025-05-15 08:26:17.631974,9
17674,RAD,Medium,Resolved,90,2025-05-25 10:23:19.204340,2025-05-25 18:32:47.604478,6
17675,PEDS,Low,Resolved,62,2025-07-12 05:37:19.204340,2025-07-13 03:20:45.189643,1
17676,ICU,Medium,Resolved,27,2025-03-14 23:10:19.204340,2025-03-15 15:20:55.595746,10
17677,ICU,Medium,Resolved,30,2026-01-26 01:10:19.204340,2026-01-26 11:03:07.344422,3
17678,ICU,Medium,Resolved,29,2025-12-30 03:25:19.204340,2025-12-30 10:13:21.212574,6
17679,ICU,High,Resolved,29,2025-04-02 17:50:19.204340,2025-04-02 21:50:57.003586,1
17680,SURG,Low,Resolved,33,2025-04-27 07:15:19.204340,2025-04-29 07:05:44.877997,5
17681,ICU,Medium,Resolved,25,2026-02-04 05:04:19.204340,2026-02-04 15:30:01.733243,8
17682,SURG,Medium,Resolved,42,2025-11-11 00:56:19.204340,2025-11-11 12:16:45.600332,2
17683,PEDS,Medium,Resolved,73,2025-12-06 09:17:19.204340,2025-12-07 06:31:15.333184,5
17684,OPD,Low,Resolved,55,2025-09-03 03:31:19.204340,2025-09-03 16:10:39.562937,9
17685,OPD,Medium,Resolved,56,2025-04-25 07:28:19.204340,2025-04-25 18:46:16.878397,10
17686,CARD,Low,Resolved,96,2025-12-12 05:37:19.204340,2025-12-13 16:32:38.424003,10
17687,CARD,Low,Resolved,96,2026-01-27 06:17:19.204340,2026-01-28 08:40:53.587025,8
17688,ER,Low,Resolved,1,2025-10-15 08:51:19.204340,2025-10-16 08:40:56.489793,9
17689,ER,Low,Resolved,6,2025-07-07 04:00:19.204340,2025-07-07 19:41:40.572794,8
17690,ER,Low,Resolved,12,2025-07-17 08:12:19.204340,2025-07-19 06:40:39.437191,1
17691,SURG,Medium,Resolved,38,2025-09-11 08:41:19.204340,2025-09-12 04:41:41.535972,4
17692,ICU,Medium,Resolved,27,2026-02-11 22:40:19.204340,2026-02-12 06:52:46.655683,1
17693,RAD,Medium,Resolved,77,2025-03-23 04:47:19.204340,2025-03-23 18:45:07.955653,9
17694,PEDS,Medium,Resolved,75,2025-11-13 05:54:19.204340,2025-11-13 16:04:58.987578,1
17695,ER,Medium,Resolved,3,2026-01-14 09:27:19.204340,2026-01-14 15:52:55.450065,5
17696,OPD,Medium,Resolved,52,2025-08-03 07:01:19.204340,2025-08-03 11:39:00.311532,3
17697,RAD,Medium,Resolved,76,2025-08-11 09:28:19.204340,2025-08-11 21:33:14.329648,6
17698,RAD,Medium,Resolved,78,2025-05-18 11:12:19.204340,2025-05-18 22:14:33.802843,4
17699,ER,Medium,Resolved,8,2025-04-14 03:20:19.204340,2025-04-15 02:58:24.581779,6
17700,ICU,Medium,Resolved,26,2025-03-08 08:23:19.204340,2025-03-08 14:57:44.750153,4
17701,OPD,Medium,Resolved,46,2025-04-13 06:50:19.204340,2025-04-13 16:53:02.944526,9
17702,SURG,Medium,Resolved,37,2025-07-03 07:31:19.204340,2025-07-03 09:42:12.031803,3
17703,ICU,Medium,Resolved,27,2025-04-21 04:55:19.204340,2025-04-21 13:30:01.339854,5
17704,PEDS,Medium,Resolved,65,2025-06-15 23:14:19.204340,2025-06-16 10:45:49.786308,10
17705,ER,Medium,Resolved,9,2025-03-27 01:43:19.204340,2025-03-27 12:12:40.963555,7
17706,ER,Low,Resolved,9,2025-08-20 06:54:19.204340,2025-08-21 10:35:50.907850,7
17707,OPD,Low,Resolved,58,2025-09-06 05:46:19.204340,2025-09-07 18:21:48.810022,5
17708,SURG,Medium,Resolved,36,2025-04-25 03:41:19.204340,2025-04-25 10:16:29.571833,4
17709,ER,Low,Resolved,11,2025-07-19 07:30:19.204340,2025-07-20 16:58:36.453045,6
17710,OPD,High,Resolved,58,2025-03-23 07:05:19.204340,2025-03-23 14:12:18.638386,10
17711,SURG,Medium,Resolved,39,2025-11-03 23:51:19.204340,2025-11-04 03:20:37.211699,1
17712,SURG,High,Resolved,32,2025-12-26 00:37:19.204340,2025-12-26 05:01:19.066748,3
17713,RAD,Medium,Resolved,81,2025-07-31 07:34:19.204340,2025-07-31 18:08:34.512904,1
17714,PEDS,High,Resolved,67,2025-04-26 01:27:19.204340,2025-04-26 03:11:08.621069,4
17715,PEDS,Medium,Resolved,75,2025-11-30 08:53:19.204340,2025-11-30 11:53:14.850926,7
17716,SURG,High,Resolved,41,2026-01-19 01:24:19.204340,2026-01-19 03:20:13.342433,6
17717,RAD,Low,Resolved,86,2025-09-11 06:34:19.204340,2025-09-12 12:36:15.677584,6
17718,OPD,Medium,Resolved,56,2025-10-06 11:09:19.204340,2025-10-07 03:21:07.618008,7
17719,OPD,Medium,Resolved,49,2025-05-27 06:46:19.204340,2025-05-27 17:17:45.486519,6
17720,PEDS,Medium,Resolved,62,2025-11-16 04:35:19.204340,2025-11-16 09:45:19.079895,6
17721,OPD,Low,Resolved,47,2026-01-23 05:16:19.204340,2026-01-24 00:11:14.879938,8
17722,SURG,High,Resolved,45,2025-03-06 06:34:19.204340,2025-03-06 10:15:53.899284,9
17723,CARD,Medium,Resolved,91,2025-07-15 23:06:19.204340,2025-07-16 03:54:56.140614,7
17724,ER,Medium,Resolved,4,2025-05-26 02:47:19.204340,2025-05-26 10:06:36.603537,3
17725,ICU,Low,Resolved,18,2025-03-19 03:55:19.204340,2025-03-20 14:24:03.002616,3
17726,ICU,Medium,Resolved,26,2025-12-01 02:05:19.204340,2025-12-01 11:02:06.445011,10
17727,OPD,Medium,Resolved,46,2025-10-01 06:43:19.204340,2025-10-01 23:35:53.621449,2
